-1	-1.037769312	0
-1	-1.037769312	0.01
-1	-1.037769312	0.02
-1	-1.037769312	0.03
-1	-1.037769312	0.04
-1	-1.037769312	0.05
-1	-1.037769312	0.06
-1	-1.037769312	0.07
-1	-1.037769312	0.08
-1	-1.037769312	0.09
-1	-1.037769312	0.1
-1	-0.9961026453	0
-1	-0.9961026453	0.01
-1	-0.9961026453	0.02
-1	-0.9961026453	0.03
-1	-0.9961026453	0.04
-1	-0.9961026453	0.05
-1	-0.9961026453	0.06
-1	-0.9961026453	0.07
-1	-0.9961026453	0.08
-1	-0.9961026453	0.09
-1	-0.9961026453	0.1
-1	-0.9544359786	0
-1	-0.9544359786	0.01
-1	-0.9544359786	0.02
-1	-0.9544359786	0.03
-1	-0.9544359786	0.04
-1	-0.9544359786	0.05
-1	-0.9544359786	0.06
-1	-0.9544359786	0.07
-1	-0.9544359786	0.08
-1	-0.9544359786	0.09
-1	-0.9544359786	0.1
-1	-0.9127693119	0
-1	-0.9127693119	0.01
-1	-0.9127693119	0.02
-1	-0.9127693119	0.03
-1	-0.9127693119	0.04
-1	-0.9127693119	0.05
-1	-0.9127693119	0.06
-1	-0.9127693119	0.07
-1	-0.9127693119	0.08
-1	-0.9127693119	0.09
-1	-0.9127693119	0.1
-1	-0.8711026453	0
-1	-0.8711026453	0.01
-1	-0.8711026453	0.02
-1	-0.8711026453	0.03
-1	-0.8711026453	0.04
-1	-0.8711026453	0.05
-1	-0.8711026453	0.06
-1	-0.8711026453	0.07
-1	-0.8711026453	0.08
-1	-0.8711026453	0.09
-1	-0.8711026453	0.1
-1	-0.8294359786	0
-1	-0.8294359786	0.01
-1	-0.8294359786	0.02
-1	-0.8294359786	0.03
-1	-0.8294359786	0.04
-1	-0.8294359786	0.05
-1	-0.8294359786	0.06
-1	-0.8294359786	0.07
-1	-0.8294359786	0.08
-1	-0.8294359786	0.09
-1	-0.8294359786	0.1
-1	-0.7877693119	0
-1	-0.7877693119	0.01
-1	-0.7877693119	0.02
-1	-0.7877693119	0.03
-1	-0.7877693119	0.04
-1	-0.7877693119	0.05
-1	-0.7877693119	0.06
-1	-0.7877693119	0.07
-1	-0.7877693119	0.08
-1	-0.7877693119	0.09
-1	-0.7877693119	0.1
-1	-0.7461026453	0
-1	-0.7461026453	0.01
-1	-0.7461026453	0.02
-1	-0.7461026453	0.03
-1	-0.7461026453	0.04
-1	-0.7461026453	0.05
-1	-0.7461026453	0.06
-1	-0.7461026453	0.07
-1	-0.7461026453	0.08
-1	-0.7461026453	0.09
-1	-0.7461026453	0.1
-1	-0.7044359786	0
-1	-0.7044359786	0.01
-1	-0.7044359786	0.02
-1	-0.7044359786	0.03
-1	-0.7044359786	0.04
-1	-0.7044359786	0.05
-1	-0.7044359786	0.06
-1	-0.7044359786	0.07
-1	-0.7044359786	0.08
-1	-0.7044359786	0.09
-1	-0.7044359786	0.1
-1	-0.6627693119	0
-1	-0.6627693119	0.01
-1	-0.6627693119	0.02
-1	-0.6627693119	0.03
-1	-0.6627693119	0.04
-1	-0.6627693119	0.05
-1	-0.6627693119	0.06
-1	-0.6627693119	0.07
-1	-0.6627693119	0.08
-1	-0.6627693119	0.09
-1	-0.6627693119	0.1
-1	-0.6211026453	0
-1	-0.6211026453	0.01
-1	-0.6211026453	0.02
-1	-0.6211026453	0.03
-1	-0.6211026453	0.04
-1	-0.6211026453	0.05
-1	-0.6211026453	0.06
-1	-0.6211026453	0.07
-1	-0.6211026453	0.08
-1	-0.6211026453	0.09
-1	-0.6211026453	0.1
-1	-0.5794359786	0
-1	-0.5794359786	0.01
-1	-0.5794359786	0.02
-1	-0.5794359786	0.03
-1	-0.5794359786	0.04
-1	-0.5794359786	0.05
-1	-0.5794359786	0.06
-1	-0.5794359786	0.07
-1	-0.5794359786	0.08
-1	-0.5794359786	0.09
-1	-0.5794359786	0.1
-1	-0.5377693119	0
-1	-0.5377693119	0.01
-1	-0.5377693119	0.02
-1	-0.5377693119	0.03
-1	-0.5377693119	0.04
-1	-0.5377693119	0.05
-1	-0.5377693119	0.06
-1	-0.5377693119	0.07
-1	-0.5377693119	0.08
-1	-0.5377693119	0.09
-1	-0.5377693119	0.1
-1	-0.4961026453	0
-1	-0.4961026453	0.01
-1	-0.4961026453	0.02
-1	-0.4961026453	0.03
-1	-0.4961026453	0.04
-1	-0.4961026453	0.05
-1	-0.4961026453	0.06
-1	-0.4961026453	0.07
-1	-0.4961026453	0.08
-1	-0.4961026453	0.09
-1	-0.4961026453	0.1
-1	-0.4544359786	0
-1	-0.4544359786	0.01
-1	-0.4544359786	0.02
-1	-0.4544359786	0.03
-1	-0.4544359786	0.04
-1	-0.4544359786	0.05
-1	-0.4544359786	0.06
-1	-0.4544359786	0.07
-1	-0.4544359786	0.08
-1	-0.4544359786	0.09
-1	-0.4544359786	0.1
-1	-0.4127693119	0
-1	-0.4127693119	0.01
-1	-0.4127693119	0.02
-1	-0.4127693119	0.03
-1	-0.4127693119	0.04
-1	-0.4127693119	0.05
-1	-0.4127693119	0.06
-1	-0.4127693119	0.07
-1	-0.4127693119	0.08
-1	-0.4127693119	0.09
-1	-0.4127693119	0.1
-1	-0.3711026453	0
-1	-0.3711026453	0.01
-1	-0.3711026453	0.02
-1	-0.3711026453	0.03
-1	-0.3711026453	0.04
-1	-0.3711026453	0.05
-1	-0.3711026453	0.06
-1	-0.3711026453	0.07
-1	-0.3711026453	0.08
-1	-0.3711026453	0.09
-1	-0.3711026453	0.1
-1	-0.3294359786	0
-1	-0.3294359786	0.01
-1	-0.3294359786	0.02
-1	-0.3294359786	0.03
-1	-0.3294359786	0.04
-1	-0.3294359786	0.05
-1	-0.3294359786	0.06
-1	-0.3294359786	0.07
-1	-0.3294359786	0.08
-1	-0.3294359786	0.09
-1	-0.3294359786	0.1
-1	-0.2877693119	0
-1	-0.2877693119	0.01
-1	-0.2877693119	0.02
-1	-0.2877693119	0.03
-1	-0.2877693119	0.04
-1	-0.2877693119	0.05
-1	-0.2877693119	0.06
-1	-0.2877693119	0.07
-1	-0.2877693119	0.08
-1	-0.2877693119	0.09
-1	-0.2877693119	0.1
-1	-0.2461026453	0
-1	-0.2461026453	0.01
-1	-0.2461026453	0.02
-1	-0.2461026453	0.03
-1	-0.2461026453	0.04
-1	-0.2461026453	0.05
-1	-0.2461026453	0.06
-1	-0.2461026453	0.07
-1	-0.2461026453	0.08
-1	-0.2461026453	0.09
-1	-0.2461026453	0.1
-1	-0.2044359786	0
-1	-0.2044359786	0.01
-1	-0.2044359786	0.02
-1	-0.2044359786	0.03
-1	-0.2044359786	0.04
-1	-0.2044359786	0.05
-1	-0.2044359786	0.06
-1	-0.2044359786	0.07
-1	-0.2044359786	0.08
-1	-0.2044359786	0.09
-1	-0.2044359786	0.1
-1	-0.1627693119	0
-1	-0.1627693119	0.01
-1	-0.1627693119	0.02
-1	-0.1627693119	0.03
-1	-0.1627693119	0.04
-1	-0.1627693119	0.05
-1	-0.1627693119	0.06
-1	-0.1627693119	0.07
-1	-0.1627693119	0.08
-1	-0.1627693119	0.09
-1	-0.1627693119	0.1
-1	-0.1211026453	0
-1	-0.1211026453	0.01
-1	-0.1211026453	0.02
-1	-0.1211026453	0.03
-1	-0.1211026453	0.04
-1	-0.1211026453	0.05
-1	-0.1211026453	0.06
-1	-0.1211026453	0.07
-1	-0.1211026453	0.08
-1	-0.1211026453	0.09
-1	-0.1211026453	0.1
-1	-0.0794359786	0
-1	-0.0794359786	0.01
-1	-0.0794359786	0.02
-1	-0.0794359786	0.03
-1	-0.0794359786	0.04
-1	-0.0794359786	0.05
-1	-0.0794359786	0.06
-1	-0.0794359786	0.07
-1	-0.0794359786	0.08
-1	-0.0794359786	0.09
-1	-0.0794359786	0.1
-1	-0.03776931194	0
-1	-0.03776931194	0.01
-1	-0.03776931194	0.02
-1	-0.03776931194	0.03
-1	-0.03776931194	0.04
-1	-0.03776931194	0.05
-1	-0.03776931194	0.06
-1	-0.03776931194	0.07
-1	-0.03776931194	0.08
-1	-0.03776931194	0.09
-1	-0.03776931194	0.1
-0.928870609	-0.9995181083	0
-0.928870609	-0.9995181083	0.01
-0.928870609	-0.9995181083	0.02
-0.928870609	-0.9995181083	0.03
-0.928870609	-0.9995181083	0.04
-0.928870609	-0.9995181083	0.05
-0.928870609	-0.9995181083	0.06
-0.928870609	-0.9995181083	0.07
-0.928870609	-0.9995181083	0.08
-0.928870609	-0.9995181083	0.09
-0.928870609	-0.9995181083	0.1
-0.928870609	-0.9578514416	0
-0.928870609	-0.9578514416	0.01
-0.928870609	-0.9578514416	0.02
-0.928870609	-0.9578514416	0.03
-0.928870609	-0.9578514416	0.04
-0.928870609	-0.9578514416	0.05
-0.928870609	-0.9578514416	0.06
-0.928870609	-0.9578514416	0.07
-0.928870609	-0.9578514416	0.08
-0.928870609	-0.9578514416	0.09
-0.928870609	-0.9578514416	0.1
-0.928870609	-0.916184775	0
-0.928870609	-0.916184775	0.01
-0.928870609	-0.916184775	0.02
-0.928870609	-0.916184775	0.03
-0.928870609	-0.916184775	0.04
-0.928870609	-0.916184775	0.05
-0.928870609	-0.916184775	0.06
-0.928870609	-0.916184775	0.07
-0.928870609	-0.916184775	0.08
-0.928870609	-0.916184775	0.09
